timestamp,machine_id,line,age_months,last_maintenance_days,temp_c,vibration_mm_s,current_a,load_pct,lubricant_level_pct,alarm_count,downtime_next_24h,maintenance_ticket_closed,failure_mode
2026-01-05 17:00:00,MX-06,L2,43,46,69.07,2.39,31.04,63.4,41.4,1,0,0,none
2026-01-05 18:00:00,MX-07,L3,54,13,77.8,2.27,31.69,86.4,85.4,0,0,0,none
2026-01-05 19:00:00,MX-08,L4,58,61,73.83,1.79,33.34,89.5,42.0,0,0,0,none
2026-01-05 20:00:00,MX-09,L1,68,80,77.7,5.43,32.94,51.9,47.1,2,1,1,lubrication
2026-01-05 21:00:00,MX-10,L2,74,68,74.18,3.1,37.58,97.6,40.1,0,0,0,none
2026-01-05 22:00:00,MX-11,L3,78,44,68.36,3.17,33.35,69.2,52.0,2,0,0,none
2026-01-05 23:00:00,MX-12,L4,87,17,83.39,5.15,29.58,73.0,60.1,3,0,0,none
2026-01-06 00:00:00,MX-01,L1,9,13,66.24,2.74,33.69,74.3,81.9,1,0,0,none
2026-01-06 01:00:00,MX-02,L2,16,37,72.21,2.16,37.63,99.5,72.2,2,0,0,none
2026-01-06 02:00:00,MX-03,L3,23,94,79.26,3.43,34.04,81.4,29.9,2,0,0,none
2026-01-06 03:00:00,MX-04,L4,31,28,78.17,2.15,34.85,68.2,59.0,3,0,0,none
2026-01-06 04:00:00,MX-05,L1,39,45,72.84,1.63,33.69,78.4,67.4,4,0,0,none
2026-01-06 05:00:00,MX-06,L2,44,71,76.65,4.19,35.24,81.6,34.5,2,0,0,none
2026-01-06 06:00:00,MX-07,L3,52,87,72.9,5.0,30.64,69.1,52.4,2,0,0,none
2026-01-06 07:00:00,MX-08,L4,60,31,67.95,3.37,29.01,44.2,68.2,0,0,0,none
2026-01-06 08:00:00,MX-09,L1,64,28,77.0,3.95,37.06,99.2,62.4,1,0,0,none
2026-01-06 09:00:00,MX-10,L2,72,79,71.81,4.15,30.14,87.9,32.9,2,0,0,none
2026-01-06 10:00:00,MX-11,L3,80,24,81.13,2.85,34.76,68.2,55.1,0,0,0,none
2026-01-06 11:00:00,MX-12,L4,86,86,79.74,4.43,28.91,51.6,19.7,2,0,0,none
2026-01-06 12:00:00,MX-01,L1,10,5,66.22,1.82,27.1,69.0,66.2,2,0,0,none
2026-01-06 13:00:00,MX-02,L2,18,72,71.3,3.3,27.53,51.9,45.3,1,0,0,none
2026-01-06 14:00:00,MX-03,L3,25,80,75.79,3.81,31.93,77.6,57.7,0,0,0,none
2026-01-06 15:00:00,MX-04,L4,30,28,72.61,3.67,33.92,82.8,56.6,2,0,0,none
2026-01-06 16:00:00,MX-05,L1,38,6,70.31,3.13,34.62,76.4,58.4,0,0,0,none
2026-01-06 17:00:00,MX-06,L2,43,81,77.0,4.91,27.08,74.1,44.2,2,1,1,bearing
2026-01-06 18:00:00,MX-07,L3,51,53,80.36,3.12,30.08,74.4,52.2,2,0,0,none
2026-01-06 19:00:00,MX-08,L4,61,78,77.79,3.97,37.57,87.6,29.6,0,1,1,belt
2026-01-06 20:00:00,MX-09,L1,65,2,74.74,3.29,33.46,73.3,55.6,0,0,0,none
2026-01-06 21:00:00,MX-10,L2,71,63,69.36,4.43,29.6,61.8,44.8,3,0,0,none
2026-01-06 22:00:00,MX-11,L3,81,82,73.59,3.71,30.37,86.1,39.8,0,0,0,none
2026-01-06 23:00:00,MX-12,L4,87,45,78.0,5.2,35.6,78.3,36.6,3,0,0,none
2026-01-07 00:00:00,MX-01,L1,8,22,76.31,3.01,31.82,53.2,70.4,0,0,0,none
2026-01-07 01:00:00,MX-02,L2,19,39,71.78,3.57,32.31,80.9,52.1,1,0,0,none
2026-01-07 02:00:00,MX-03,L3,24,83,79.08,3.43,33.66,89.6,29.5,3,0,0,none
2026-01-07 03:00:00,MX-04,L4,30,60,76.08,4.67,35.59,74.9,32.4,8,0,0,none
2026-01-07 04:00:00,MX-05,L1,37,63,82.35,3.7,33.63,90.5,32.0,2,0,0,none
2026-01-07 05:00:00,MX-06,L2,47,86,74.64,4.13,32.87,57.7,12.3,6,0,0,none
2026-01-07 06:00:00,MX-07,L3,51,88,77.21,4.49,31.98,79.9,29.2,2,0,0,none
2026-01-07 07:00:00,MX-08,L4,58,3,85.26,3.09,29.81,54.5,82.7,3,0,0,none
2026-01-07 08:00:00,MX-09,L1,64,86,75.3,4.18,29.52,76.3,42.4,3,0,0,none
2026-01-07 09:00:00,MX-10,L2,73,55,76.44,3.46,37.79,65.6,66.9,0,0,0,none
2026-01-07 10:00:00,MX-11,L3,78,70,80.62,3.51,34.16,81.6,43.9,0,0,0,none
2026-01-07 11:00:00,MX-12,L4,89,42,77.3,2.63,33.43,79.5,52.2,0,0,0,none
2026-01-07 12:00:00,MX-01,L1,9,72,83.99,3.68,30.15,88.1,46.7,2,0,1,none
2026-01-07 13:00:00,MX-02,L2,18,36,73.26,2.05,36.24,80.1,59.8,0,0,0,none
2026-01-07 14:00:00,MX-03,L3,23,43,66.64,2.07,29.76,65.0,27.0,2,0,0,none
2026-01-07 15:00:00,MX-04,L4,32,13,67.6,3.5,29.28,55.8,74.8,0,0,0,none
2026-01-07 16:00:00,MX-05,L1,37,20,76.75,2.37,36.24,80.7,86.8,2,0,0,none
2026-01-07 17:00:00,MX-06,L2,44,17,70.65,2.79,28.32,73.5,74.5,0,0,0,none
2026-01-07 18:00:00,MX-07,L3,52,8,79.97,3.64,34.62,82.3,65.9,1,0,0,none
2026-01-07 19:00:00,MX-08,L4,58,76,78.11,4.17,31.54,86.5,55.1,2,0,0,none
2026-01-07 20:00:00,MX-09,L1,66,1,70.08,3.07,29.8,74.3,77.2,3,0,0,none
2026-01-07 21:00:00,MX-10,L2,71,56,76.37,4.77,33.79,60.0,49.2,3,0,0,none
2026-01-07 22:00:00,MX-11,L3,78,82,78.27,3.22,38.46,100.9,33.4,0,0,0,none
2026-01-07 23:00:00,MX-12,L4,88,14,78.0,3.18,34.57,75.2,78.5,0,0,0,none
2026-01-08 00:00:00,MX-01,L1,11,4,78.47,2.79,26.72,69.1,75.9,11,1,1,lubrication
2026-01-08 01:00:00,MX-02,L2,18,46,74.45,2.75,31.31,74.6,58.1,2,0,0,none
2026-01-08 02:00:00,MX-03,L3,22,82,67.56,2.32,33.23,74.2,19.7,0,0,0,none
2026-01-08 03:00:00,MX-04,L4,29,41,71.12,3.16,32.82,89.9,49.2,0,0,0,none
2026-01-08 04:00:00,MX-05,L1,39,50,75.16,2.44,31.43,86.3,55.0,1,0,0,none
2026-01-08 05:00:00,MX-06,L2,46,32,65.1,2.08,32.67,86.5,62.7,1,0,0,none
2026-01-08 06:00:00,MX-07,L3,53,7,81.87,4.33,33.89,69.7,93.4,4,0,0,none
2026-01-08 07:00:00,MX-08,L4,58,30,70.76,2.34,33.37,86.2,61.9,0,0,0,none
2026-01-08 08:00:00,MX-09,L1,65,23,81.35,4.03,30.17,52.5,56.9,1,0,0,none
2026-01-08 09:00:00,MX-10,L2,74,59,76.34,3.44,34.39,81.5,63.6,0,0,0,none
2026-01-08 10:00:00,MX-11,L3,79,58,71.46,2.45,32.23,56.9,55.5,0,0,0,none
2026-01-08 11:00:00,MX-12,L4,87,54,75.76,3.47,35.67,88.6,38.4,1,0,0,none
2026-01-08 12:00:00,MX-01,L1,8,9,67.95,2.39,26.13,58.5,63.5,1,0,0,none
2026-01-08 13:00:00,MX-02,L2,17,57,67.11,3.4,34.25,78.2,52.5,0,0,0,none
2026-01-08 14:00:00,MX-03,L3,23,4,67.65,1.1,28.68,54.2,75.4,0,0,0,none
2026-01-08 15:00:00,MX-04,L4,31,28,75.95,3.49,35.82,81.5,67.3,2,0,0,none
2026-01-08 16:00:00,MX-05,L1,40,63,73.54,4.4,31.07,70.5,50.3,2,0,0,none
2026-01-08 17:00:00,MX-06,L2,46,42,69.95,2.97,30.42,64.6,46.4,3,0,0,none
2026-01-08 18:00:00,MX-07,L3,54,4,73.59,2.75,30.73,77.8,87.8,3,0,0,none
2026-01-08 19:00:00,MX-08,L4,58,82,69.17,3.15,33.2,86.2,18.3,3,0,0,none
2026-01-08 20:00:00,MX-09,L1,65,5,72.33,2.94,31.32,66.2,78.6,0,0,0,none
2026-01-08 21:00:00,MX-10,L2,73,71,85.25,4.99,30.52,66.0,48.4,2,0,0,none
2026-01-08 22:00:00,MX-11,L3,82,18,76.56,3.66,32.22,77.1,71.1,0,0,0,none
2026-01-08 23:00:00,MX-12,L4,87,65,75.4,2.55,33.36,67.6,45.7,0,0,0,none
2026-01-09 00:00:00,MX-01,L1,10,28,70.48,2.62,30.22,81.8,61.3,0,0,0,none
2026-01-09 01:00:00,MX-02,L2,15,37,75.43,3.2,33.8,65.6,63.8,0,0,0,none
2026-01-09 02:00:00,MX-03,L3,24,81,73.73,2.78,37.06,89.5,33.6,0,0,0,none
2026-01-09 03:00:00,MX-04,L4,29,91,81.57,3.96,33.58,66.2,23.3,0,0,0,none
2026-01-09 04:00:00,MX-05,L1,36,3,73.03,3.69,34.98,89.1,72.7,0,0,0,none
2026-01-09 05:00:00,MX-06,L2,46,59,68.41,3.88,29.17,67.4,53.2,0,0,0,none
2026-01-09 06:00:00,MX-07,L3,54,87,69.57,3.51,28.0,80.6,36.6,1,0,1,none
2026-01-09 07:00:00,MX-08,L4,58,19,82.43,3.34,32.78,76.5,87.8,0,0,0,none
2026-01-09 08:00:00,MX-09,L1,66,33,73.17,4.89,28.85,50.1,62.5,2,0,0,none
2026-01-09 09:00:00,MX-10,L2,73,7,70.48,3.62,32.98,48.9,100,3,0,0,none
2026-01-09 10:00:00,MX-11,L3,79,27,74.06,3.66,34.86,80.7,,2,0,0,none
2026-01-09 11:00:00,MX-12,L4,87,19,76.73,4.47,31.06,66.9,69.5,2,0,0,none
2026-01-09 12:00:00,MX-01,L1,9,1,61.99,2.62,27.94,62.8,73.0,1,0,0,none
2026-01-09 13:00:00,MX-02,L2,17,67,75.97,2.26,25.74,68.3,43.3,0,0,0,none
2026-01-09 14:00:00,MX-03,L3,24,88,70.49,2.93,31.07,82.9,21.1,3,0,0,none
2026-01-09 15:00:00,MX-04,L4,31,66,67.91,4.55,32.69,60.5,45.9,2,0,0,none
2026-01-09 16:00:00,MX-05,L1,38,60,66.81,3.05,26.88,52.0,37.7,6,0,0,none
2026-01-09 17:00:00,MX-06,L2,45,20,72.88,2.39,31.0,65.3,76.1,4,0,0,none
2026-01-09 18:00:00,MX-07,L3,51,84,74.33,3.17,33.02,67.9,35.9,2,0,1,none
2026-01-09 19:00:00,MX-08,L4,61,3,75.05,3.66,34.36,79.4,70.5,0,0,0,none
2026-01-09 20:00:00,MX-09,L1,66,84,78.35,2.77,36.28,101.4,30.2,0,0,0,none
2026-01-09 21:00:00,MX-10,L2,74,66,82.55,3.09,32.18,97.1,59.8,0,0,0,none
2026-01-09 22:00:00,MX-11,L3,78,69,76.1,3.81,31.57,83.7,36.3,0,0,0,none
2026-01-09 23:00:00,MX-12,L4,85,50,78.04,4.98,31.27,68.3,35.5,3,0,0,none
2026-01-10 00:00:00,MX-01,L1,9,76,77.33,3.58,29.77,76.1,40.8,0,0,0,none
2026-01-10 01:00:00,MX-02,L2,18,24,72.49,4.07,27.08,80.1,92.3,1,0,0,none
2026-01-10 02:00:00,MX-03,L3,24,71,76.4,3.81,30.0,56.4,34.3,0,0,0,none
2026-01-10 03:00:00,MX-04,L4,32,38,66.77,1.43,32.49,92.9,59.8,0,0,0,none
2026-01-10 04:00:00,MX-05,L1,38,69,71.57,2.74,34.24,70.4,42.0,1,0,0,none
2026-01-10 05:00:00,MX-06,L2,46,80,70.67,2.65,32.98,54.0,34.9,2,0,0,none
2026-01-10 06:00:00,MX-07,L3,54,55,70.47,2.7,26.74,50.2,52.6,0,0,0,none
2026-01-10 07:00:00,MX-08,L4,57,46,80.17,3.48,27.87,75.8,45.7,2,0,0,none
2026-01-10 08:00:00,MX-09,L1,66,40,67.65,3.3,31.5,60.8,43.4,2,0,0,none
2026-01-10 09:00:00,MX-10,L2,71,41,70.5,2.46,27.57,55.9,62.3,2,0,0,none
2026-01-10 10:00:00,MX-11,L3,82,70,79.06,4.31,35.84,101.8,,3,0,0,none
2026-01-10 11:00:00,MX-12,L4,87,73,69.14,4.54,28.85,72.5,41.6,2,0,0,none
2026-01-10 12:00:00,MX-01,L1,9,47,69.8,1.95,35.84,88.5,28.8,0,0,0,none
2026-01-10 13:00:00,MX-02,L2,18,32,66.3,0.98,29.0,68.2,44.3,0,0,0,none
2026-01-10 14:00:00,MX-03,L3,26,81,79.6,4.06,30.71,75.3,21.2,4,0,0,none
2026-01-10 15:00:00,MX-04,L4,32,38,61.89,2.48,33.23,75.3,60.3,1,0,0,none
2026-01-10 16:00:00,MX-05,L1,38,49,78.44,3.28,24.63,50.9,62.3,0,0,0,none
2026-01-10 17:00:00,MX-06,L2,45,23,80.05,3.68,35.02,73.9,68.3,0,0,0,none
2026-01-10 18:00:00,MX-07,L3,51,84,66.04,3.23,28.5,62.6,32.0,0,0,0,none
2026-01-10 19:00:00,MX-08,L4,60,83,74.41,3.87,28.36,45.0,45.3,0,1,1,belt
2026-01-10 20:00:00,MX-09,L1,68,25,82.59,4.59,36.83,88.7,71.8,5,0,0,none
2026-01-10 21:00:00,MX-10,L2,74,32,84.42,3.51,33.15,100.1,85.3,0,0,0,none
2026-01-10 22:00:00,MX-11,L3,79,74,73.43,3.44,27.85,67.3,12.1,0,0,0,none
2026-01-10 23:00:00,MX-12,L4,88,45,73.94,3.47,37.1,76.9,57.6,0,0,0,none
2026-01-11 00:00:00,MX-01,L1,10,5,73.91,1.58,32.03,83.3,88.7,0,0,0,none
2026-01-11 01:00:00,MX-02,L2,18,62,76.47,4.09,24.76,48.6,11.2,1,0,0,none
2026-01-11 02:00:00,MX-03,L3,24,77,82.1,4.32,34.16,78.5,37.1,2,0,0,none
2026-01-11 03:00:00,MX-04,L4,30,82,82.94,3.71,31.98,84.1,31.7,0,0,0,none
2026-01-11 04:00:00,MX-05,L1,40,14,70.98,2.13,29.33,73.3,68.8,1,0,0,none
2026-01-11 05:00:00,MX-06,L2,46,7,76.79,1.89,31.52,81.7,83.2,2,0,0,none
2026-01-11 06:00:00,MX-07,L3,52,5,85.54,3.47,34.31,79.9,65.6,1,0,0,none
2026-01-11 07:00:00,MX-08,L4,59,13,77.69,3.12,33.38,83.4,75.4,0,0,0,none
2026-01-11 08:00:00,MX-09,L1,66,94,76.88,3.34,33.11,66.8,14.5,0,0,0,none
2026-01-11 09:00:00,MX-10,L2,73,2,77.03,2.65,33.17,86.2,63.7,0,0,0,none
2026-01-11 10:00:00,MX-11,L3,80,79,74.27,3.69,38.15,93.2,35.5,2,0,0,none
2026-01-11 11:00:00,MX-12,L4,88,9,67.51,3.06,29.44,52.7,,0,0,0,none
2026-01-11 12:00:00,MX-01,L1,9,63,74.8,2.91,28.54,86.2,48.9,0,0,0,none
2026-01-11 13:00:00,MX-02,L2,19,33,73.8,3.37,37.38,78.2,52.7,2,0,0,none
2026-01-11 14:00:00,MX-03,L3,22,65,75.66,3.85,35.0,61.7,44.0,1,0,0,none
2026-01-11 15:00:00,MX-04,L4,32,42,78.27,2.88,31.17,84.1,56.9,1,0,0,none
2026-01-11 16:00:00,MX-05,L1,37,61,72.69,3.52,37.27,88.9,31.4,0,0,0,none
2026-01-11 17:00:00,MX-06,L2,47,66,77.68,3.38,32.23,73.3,30.1,2,0,0,none
2026-01-11 18:00:00,MX-07,L3,51,18,79.0,2.36,32.07,77.3,,0,0,0,none
2026-01-11 19:00:00,MX-08,L4,57,44,78.12,3.1,33.25,78.0,30.8,2,0,0,none
